error_type,query,module,offending_string,matched_token,category,is_dead,severity,confidence,reasoning
relevance,air share price,peopleAlsoAsk,How much did Airbus sell at Paris Air Show 2025?,llm_irrelevant,off_topic,no,,,
relevance,ginny & georgia season 1 cast,peopleAlsoAsk,How does Georgia help Ginny get pregnant?,llm_irrelevant,off_topic,no,,,
relevance,ginny & georgia season 1 cast,peopleAlsoAsk,Who is Ginny Potter?,llm_irrelevant,off_topic,no,,,
relevance,leave it to beaver,peopleAlsoAsk,What is bereavement leave?,llm_irrelevant,off_topic,no,,,
relevance,leave it to beaver,peopleAlsoAsk,Do you have a bereavement leave policy?,llm_irrelevant,off_topic,no,,,
relevance,leave it to beaver,peopleAlsoAsk,How long should bereavement leave be taken?,llm_irrelevant,off_topic,no,,,
relevance,asia cup tickets,peopleAlsoAsk,Which countries have won the Asian Cup?,llm_irrelevant,off_topic,no,,,
relevance,2025 nhl draft,peopleAlsoAsk,When was the 2025 NBA draft?,llm_irrelevant,off_topic,no,,,
relevance,kamil majchrzak,peopleAlsoAsk,How did Majchrzak beat Kamil?,llm_irrelevant,off_topic,no,,,
relevance,brandon blackstock cancer,peopleAlsoAsk,Where does Brandon Blackstock & Kelly Clarkson attend the Critics' Choice Awards?,llm_irrelevant,off_topic,no,,,
relevance,2025 emmys,peopleAlsoAsk,When is the 2025 Grammys?,llm_irrelevant,off_topic,no,,,
relevance,greg gutfeld on fallon,peopleAlsoAsk,What time is Gutfeld on 'the Late Show with Stephen Colbert'?,llm_irrelevant,off_topic,no,,,
relevance,2025 us open tennis schedule,peopleAlsoAsk,What time does the 2025 World Cup start?,llm_irrelevant,off_topic,no,,,
relevance,actors from chicago fire,peopleAlsoAsk,Does Chicago Fire have a four-legged series?,llm_irrelevant,off_topic,no,,,
relevance,actors from chicago fire,peopleAlsoAsk,Is Chicago Fire still married?,llm_irrelevant,off_topic,no,,,
relevance,actors from chicago fire,peopleAlsoAsk,Who was Dr Robert Chase before Chicago Fire?,llm_irrelevant,off_topic,no,,,
relevance,resurrection episodes,peopleAlsoAsk,Is resurrection free?,llm_irrelevant,off_topic,no,,,
relevance,recipes grow a garden,peopleAlsoAsk,Is there a recipe for growing up?,llm_irrelevant,off_topic,no,,,
relevance,alex de waal,peopleAlsoAsk,Who is André de Waal?,llm_irrelevant,off_topic,no,,,
relevance,2025 nhl entry draft wikipedia,peopleAlsoAsk,When was the 2025 NBA draft?,llm_irrelevant,off_topic,no,,,
relevance,rat race cast,peopleAlsoAsk,What are the rules in rat race?,llm_irrelevant,off_topic,no,,,
relevance,rat race cast,peopleAlsoAsk,Who are the actors in 'Rat Race' starring Sanjay Dutt & Ritesh Deshmukh?,llm_irrelevant,off_topic,no,,,
relevance,jimmy fallon tonight show,peopleAlsoAsk,When does Jimmy Fallon attend the Clooney Foundation?,llm_irrelevant,off_topic,no,,,
relevance,braintree little league,peopleAlsoAsk,Who is Braintree vs South Carolina?,llm_irrelevant,off_topic,no,,,
relevance,aisp,peopleAlsoAsk,What is airship AI?,llm_irrelevant,off_topic,no,,,
relevance,kristi noem 'south park',peopleAlsoAsk,Why did South Park drop ICE X?,llm_irrelevant,off_topic,no,,,
relevance,kristi noem 'south park',peopleAlsoAsk,Are ICE officers descending on South Park?,llm_irrelevant,off_topic,no,,,
relevance,brandon blackstock illness,peopleAlsoAsk,Did Brandon Blackstock & Kelly Clarkson get on the Hollywood Walk of Fame?,llm_irrelevant,off_topic,no,,,
relevance,brandon blackstock illness,peopleAlsoAsk,Where did Kelly Clarkson & Brandon Blackstock attend the CMT Music Awards?,llm_irrelevant,off_topic,no,,,
relevance,osaka expo 2025 dates,peopleAlsoAsk,What's going on at the Tokyo Expo 2025?,llm_irrelevant,off_topic,no,,,
kg mismatch,bts,kgPeople,BTS | South Korean musical group; boy band | Record-breaking K-pop septet whose tender ballads and dance anthems made them a hit across the globe.,llm_irrelevant,mismatch,no,,,
kg mismatch,howard lutnick,kgPeople,"Howard Lutnick | 41st United States Secretary of Commerce | Howard William Lutnick is an American businessman, philanthropist, and government official who is serving as the 41st United States secretary of commerce since February 2025.",llm_irrelevant,mismatch,no,,,
sensitive_terms,greenwich ct residents found dead,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.92,"The query 'greenwich ct residents found dead' suggests a recent or ongoing incident involving the discovery of deceased individuals in a specific community. This is likely to be a sensitive topic, as it involves potentially tragic or suspicious deaths, which are inappropriate for advertising. The lack of context about timing means the event could be recent, so a high confidence is warranted."
sensitive_terms,dịch chikungunya,sensitive_terms_checker,,,health_crises,no,high,0.85,"The query 'dịch chikungunya' translates to 'chikungunya outbreak' in English, indicating interest in a disease outbreak. Disease outbreaks are classified under health crises, which is a sensitive category, especially if the outbreak is recent or ongoing. Without specific temporal context, but given the nature of the query, it is likely sensitive."
sensitive_terms,montauk boat death accident,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.9,"The query 'montauk boat death accident' explicitly references a fatal accident involving a boat in Montauk. This suggests interest in a recent or notable tragic incident resulting in death, which falls under the 'sensitive_deaths' category. Without context indicating the event is historical or commemorative, it is likely to be a recent or newsworthy tragedy, making it inappropriate for advertising."
sensitive_terms,maduro bounty by usa,sensitive_terms_checker,,,violence_events,no,critical,0.8,"The query 'maduro bounty by usa' refers to the U.S. government placing a bounty on Nicolás Maduro, which is associated with allegations of criminal activity and potential violence. While it does not reference a specific violent incident, the context involves government action that could incite or relate to violence, making it likely sensitive for advertising. The event is relatively recent (within the last few years), so sensitivity remains moderate to high."
sensitive_terms,toa payoh fire,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.8,"The query 'toa payoh fire' likely refers to a specific fire incident in Toa Payoh, which could involve casualties, injuries, or property loss. Fires in residential areas often result in tragic accidents or deaths, making this a potentially sensitive topic for advertising. Without a specific date, there is some ambiguity, but the likelihood of recent or tragic context is high enough to warrant caution."
sensitive_terms,accident in stouffville yesterday,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.85,"The query references an 'accident' in a specific location with the timeframe 'yesterday,' strongly suggesting recent interest in a potentially tragic or fatal incident. While the query does not explicitly mention casualties or deaths, accidents often involve injuries or fatalities, making it likely to be sensitive, especially given the recency."
sensitive_terms,alan bergman obit,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.85,"The query 'alan bergman obit' is seeking an obituary, which typically relates to a recent death. If Alan Bergman is a public figure or celebrity, this would fall under the 'sensitive_deaths' category. Without context on the exact timing, but given the nature of obituary searches, it is likely to be recent and thus sensitive for advertising."
sensitive_terms,arora sioux city missing,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.8,"The query 'arora sioux city missing' suggests a search for information about a missing person, which is often associated with potentially tragic or sensitive outcomes such as death or ongoing investigations. While the query does not explicitly mention death or violence, missing person cases are generally considered sensitive, especially if recent. Without additional context or a timeframe, but given the nature of missing person searches, this warrants a sensitive classification with moderate to high confidence."
sensitive_terms,california fires,sensitive_terms_checker,,,natural_disasters,no,high,0.8,"The query 'california fires' likely refers to wildfires in California, which are recurring natural disasters. Without context, it is unclear if the user is seeking information about an ongoing or recent event, but the phrase is commonly associated with active or recent wildfire incidents that can involve loss, evacuation, and casualties. Given the potential for current sensitivity, especially if fires are ongoing or recent, this query is likely sensitive."
sensitive_terms,911 attack,sensitive_terms_checker,,,terrorism,no,critical,0.85,"The query '911 attack' refers to the September 11 terrorist attacks in the United States. While the event occurred over 20 years ago, it remains a highly sensitive topic due to its scale, impact, and ongoing commemorations. The query is likely seeking information about a major terrorist event, which is generally inappropriate for advertising placement."
sensitive_terms,09-Nov,sensitive_terms_checker,,,terrorism,no,critical,0.85,"The query '9/11' most commonly refers to the September 11, 2001 terrorist attacks in the United States, which is a highly sensitive event involving mass casualties and terrorism. Although the event occurred over 20 years ago, it remains a subject of significant sensitivity, especially around anniversaries or in memorial contexts. Without additional context, it is prudent to treat this as a sensitive terrorism-related query."
sensitive_terms,russia-ukraine war,sensitive_terms_checker,,,civil_unrest,no,high,0.92,"The query 'russia-ukraine war' refers to an ongoing armed conflict involving violence, civilian casualties, and significant social and political unrest. Given the recency and ongoing nature of the event (active within the last 30 days), it is highly sensitive and falls under the 'civil_unrest' category."
sensitive_terms,cincinnati brawl video,sensitive_terms_checker,,,violence_events,no,critical,0.8,"The query 'cincinnati brawl video' suggests interest in viewing footage of a violent altercation. While 'brawl' may not always indicate mass violence, it typically involves physical conflict and can be associated with sensitive or disturbing content, especially if recent. Without context on timing or severity, there is moderate to high likelihood this relates to a violent event, warranting caution for advertising."
sensitive_terms,fort stewart shooting,sensitive_terms_checker,,,violence_events,no,critical,0.95,"The query 'fort stewart shooting' directly references a shooting event, which falls under the violence_events category. Such incidents are typically sensitive due to their violent nature and potential for casualties. Without context indicating this is a historical or training-related event, it is safest to treat it as a recent or newsworthy violent incident."
sensitive_terms,menendez brothers,sensitive_terms_checker,,,violence_events,no,critical,0.75,"The 'Menendez brothers' query refers to a well-known violent crime case involving the murder of their parents. While the event occurred over 30 years ago, it remains a high-profile example of family-related violence and is often discussed in the context of true crime. There is some ambiguity since the query could be for general information, but due to the violent nature of the case, it is likely to be considered sensitive for advertising."
sensitive_terms,brandon blackstock death,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.9,"The query specifically asks about the death of Brandon Blackstock, who is a public figure. Queries about the death of celebrities or notable individuals are considered sensitive due to the potential for recent loss, public mourning, or tragic circumstances. Without context indicating this is a historical or fictional inquiry, it is prudent to treat this as a sensitive death-related query."
sensitive_terms,russo-ukrainian war,sensitive_terms_checker,,,civil_unrest,no,high,0.9,"The query 'russo-ukrainian war' refers to an ongoing armed conflict involving violence, civil unrest, and mass casualties. Given the current relevance and the nature of the conflict, it is highly sensitive and inappropriate for advertising placement."
