error_type,query,module,offending_string,matched_token,category,is_dead,severity,confidence,reasoning
relevance,ginny & georgia,peopleAlsoAsk,Who is Ginny Potter?,llm_irrelevant,off_topic,no,,,
relevance,martha nolan-o'slatarra,peopleAlsoAsk,Who is Elma Nolan?,llm_irrelevant,off_topic,no,,,
relevance,black tumor cancer,peopleAlsoAsk,Is Brandon Blackstock dead or still alive?,llm_irrelevant,off_topic,no,,,
relevance,calfire current incidents map,peopleAlsoAsk,Does Cal Fire provide software development support?,llm_irrelevant,off_topic,no,,,
relevance,balaa,peopleAlsoAsk,What is Bala Baya?,llm_irrelevant,off_topic,no,,,
relevance,mohammad siraj,peopleAlsoAsk,Will 8th Pay Commission increase salary of DSP officers like Siraj?,llm_irrelevant,off_topic,no,,,
relevance,aaoi stock,peopleAlsoAsk,Where can I buy AIO stock?,llm_irrelevant,off_topic,no,,,
relevance,attack on titan,peopleAlsoAsk,When did the Titanic sink?,llm_irrelevant,off_topic,no,,,
relevance,attack on titan,peopleAlsoAsk,When did the Titanic hit an iceberg?,llm_irrelevant,off_topic,no,,,
relevance,attack on titan,peopleAlsoAsk,How many people died on the Titanic?,llm_irrelevant,off_topic,no,,,
relevance,fever vs. mercury,peopleAlsoAsk,What was the fever's worst loss in nine days?,llm_irrelevant,off_topic,no,,,
relevance,fever vs. mercury,peopleAlsoAsk,Who scored the most points in Indiana vs Mercury?,llm_irrelevant,off_topic,no,,,
relevance,fever vs. mercury,peopleAlsoAsk,Which Fever players have double digits?,llm_irrelevant,off_topic,no,,,
relevance,fever vs. mercury,peopleAlsoAsk,Are the fever ready to play?,llm_irrelevant,off_topic,no,,,
relevance,confused and dazed,peopleAlsoAsk,How much money did Dazed and confused make?,llm_irrelevant,off_topic,no,,,
relevance,confused and dazed,peopleAlsoAsk,When did Dazed & Confused come out?,llm_irrelevant,off_topic,no,,,
relevance,confused and dazed,peopleAlsoAsk,Is Dazed & Confused the best teen movie ever made?,llm_irrelevant,off_topic,no,,,
relevance,confused and dazed,peopleAlsoAsk,When will Dazed & Confused be on Netflix?,llm_irrelevant,off_topic,no,,,
relevance,lichess,peopleAlsoAsk,¿Qué dominan los liches?,llm_irrelevant,off_topic,no,,,
relevance,greg gutfeld tonight show,peopleAlsoAsk,What time is Gutfeld on 'the Late Show with Stephen Colbert'?,llm_irrelevant,off_topic,no,,,
relevance,greg gutfeld tonight show,peopleAlsoAsk,Who hosts 'The Tonight Show'?,llm_irrelevant,off_topic,no,,,
relevance,aapl stock,peopleAlsoAsk,How do I get a free AAPL account?,llm_irrelevant,off_topic,no,,,
relevance,aapl stock,peopleAlsoAsk,What is the AAPL (AAPL) ETF price today?,llm_irrelevant,off_topic,no,,,
relevance,kristi noem south park,peopleAlsoAsk,Did South Park take on Donald Trump in 'got a nut' season 27?,llm_irrelevant,off_topic,no,,,
relevance,kristi noem south park,peopleAlsoAsk,Who is Kristi Noem on 'got a nut'?,llm_irrelevant,off_topic,no,,,
relevance,alfie wise movies and tv shows,peopleAlsoAsk,Where did Alfie Wise invest in real estate?,llm_irrelevant,off_topic,no,,,
relevance,soun stock,peopleAlsoAsk,Why did Sun stock surge 7% in after-hours trading?,llm_irrelevant,off_topic,no,,,
relevance,f1 the movie movie,peopleAlsoAsk,When is F1 the album released?,llm_irrelevant,off_topic,no,,,
relevance,cars 3 cast,peopleAlsoAsk,Is 'Cars 3' a 'rocky 3'?,llm_irrelevant,off_topic,no,,,
relevance,meta stock,peopleAlsoAsk,How does meta make money?,llm_irrelevant,off_topic,no,,,
relevance,meta stock,peopleAlsoAsk,How has meta changed its advertising business?,llm_irrelevant,off_topic,no,,,
relevance,florida a&m rattlers football,peopleAlsoAsk,What is the state flower of Florida?,llm_irrelevant,off_topic,no,,,
relevance,florida a&m rattlers football,peopleAlsoAsk,What is the state bird of Florida?,llm_irrelevant,off_topic,no,,,
relevance,florida a&m rattlers football,peopleAlsoAsk,Why is Florida known as the Sunshine State?,llm_irrelevant,off_topic,no,,,
relevance,baking and beauty with selena gomez,peopleAlsoAsk,Did Ankush Bahuguna meet Selena Gomez?,llm_irrelevant,off_topic,no,,,
relevance,asia cup tickets,peopleAlsoAsk,Which countries have won the Asian Cup?,llm_irrelevant,off_topic,no,,,
relevance,camilla luddington,peopleAlsoAsk,Why is Luddington so sluggish?,llm_irrelevant,off_topic,no,,,
relevance,2025 nhl draft,peopleAlsoAsk,When was the 2025 NBA draft?,llm_irrelevant,off_topic,no,,,
relevance,kamil majchrzak,peopleAlsoAsk,How did Majchrzak beat Kamil?,llm_irrelevant,off_topic,no,,,
relevance,brandon blackstock cancer,peopleAlsoAsk,Where does Brandon Blackstock & Kelly Clarkson attend the Critics' Choice Awards?,llm_irrelevant,off_topic,no,,,
relevance,gutfeld on fallon show,peopleAlsoAsk,What time is Gutfeld on 'the Late Show with Stephen Colbert'?,llm_irrelevant,off_topic,no,,,
relevance,2025 emmys,peopleAlsoAsk,When is the 2025 Grammys?,llm_irrelevant,off_topic,no,,,
relevance,melissa ashworth,peopleAlsoAsk,Who is Melissa Ordway?,llm_irrelevant,off_topic,no,,,
relevance,indiana fever standings in the league,peopleAlsoAsk,How many fans did the Indiana Fever have in 2021?,llm_irrelevant,off_topic,no,,,
relevance,greg gutfeld on fallon,peopleAlsoAsk,What time is Gutfeld on 'the Late Show with Stephen Colbert'?,llm_irrelevant,off_topic,no,,,
relevance,2025 us open tennis schedule,peopleAlsoAsk,What time does the 2025 World Cup start?,llm_irrelevant,off_topic,no,,,
relevance,resurrection episodes,peopleAlsoAsk,Is resurrection free?,llm_irrelevant,off_topic,no,,,
relevance,nbis stock,peopleAlsoAsk,Is nebius a good investment?,llm_irrelevant,off_topic,no,,,
relevance,crcl stock,peopleAlsoAsk,What does CrCL stand for?,llm_irrelevant,off_topic,no,,,
relevance,crcl stock,peopleAlsoAsk,How long does CrCL last sale data take?,llm_irrelevant,off_topic,no,,,
relevance,chubby checker,peopleAlsoAsk,What does Hubby checker mean?,llm_irrelevant,off_topic,no,,,
relevance,dilwale movies download,peopleAlsoAsk,Where to download Dilwale movie MP3 songs?,llm_irrelevant,off_topic,no,,,
relevance,247 games,peopleAlsoAsk,What is 247Sports?,llm_irrelevant,off_topic,no,,,
relevance,2025 nhl entry draft wikipedia,peopleAlsoAsk,When was the 2025 NBA draft?,llm_irrelevant,off_topic,no,,,
relevance,batman & robin (film) cast,peopleAlsoAsk,What is the Batman's mission?,llm_irrelevant,off_topic,no,,,
relevance,batman & robin (film) cast,peopleAlsoAsk,How does Batman fight crime?,llm_irrelevant,off_topic,no,,,
relevance,jimmy fallon tonight show,peopleAlsoAsk,When does Jimmy Fallon attend the Clooney Foundation?,llm_irrelevant,off_topic,no,,,
relevance,kristi noem 'south park',peopleAlsoAsk,Who is Kristi Noem on 'got a nut'?,llm_irrelevant,off_topic,no,,,
relevance,brandon blackstock illness,peopleAlsoAsk,Did Brandon Blackstock & Kelly Clarkson get on the Hollywood Walk of Fame?,llm_irrelevant,off_topic,no,,,
relevance,brandon blackstock illness,peopleAlsoAsk,Where did Kelly Clarkson & Brandon Blackstock attend the CMT Music Awards?,llm_irrelevant,off_topic,no,,,
relevance,dean cain,peopleAlsoAsk,Will Cain be a 'honorary ice officer'?,llm_irrelevant,off_topic,no,,,
relevance,amun.pa stock,peopleAlsoAsk,How does Amundi acquire its retail assets?,llm_irrelevant,off_topic,no,,,
kg mismatch,enigma,kgPeople,"Enigma | German musical group | Highly successful worldbeat dance project headed by Michael Cretu that broke through with the international hit ""Sadeness"" in 1991.",llm_irrelevant,mismatch,no,,,
kg mismatch,barbara thorndyke,kgPeople,"Bonnie Bartlett | American actress | Bonnie Bartlett Daniels is an American retired actress. Her career spans about seven decades, with her first major role being on a 1950s daytime drama, Love of Life. Bartlett is known for her role as Grace Snider Edwards on the Michael Landon television series Little House on the Prairie and as Ellen Craig on the medical drama series St. Elsewhere....",llm_irrelevant,mismatch,no,,,
kg mismatch,howard lutnick,kgPeople,"Howard Lutnick | 41st United States Secretary of Commerce | Howard William Lutnick is an American businessman, philanthropist, and government official who is serving as the 41st United States secretary of commerce since February 2025.",llm_irrelevant,mismatch,no,,,
kg mismatch,metallica,kgPeople,Metallica | American heavy metal band | California metal band whose aggressive yet melodic style made them one of the most popular bands of all time.,llm_irrelevant,mismatch,no,,,
sensitive_terms,calfire current incidents map,sensitive_terms_checker,,,natural_disasters,no,high,0.9,"The query seeks the current incidents map from CalFire, which tracks ongoing wildfires and related natural disasters in California. The use of 'current incidents' indicates active events, likely with potential harm or evacuations. This aligns with the natural_disasters category and is highly sensitive due to recency and possible ongoing impact."
sensitive_terms,earthquake in thailand,sensitive_terms_checker,,,natural_disasters,no,high,0.8,"The query 'earthquake in thailand' likely refers to a specific natural disaster event, which is generally considered sensitive due to the potential for casualties and harm. While no explicit recency or casualty cues are present, the phrasing suggests interest in a significant event rather than general preparedness. If the earthquake is recent (within 30 days), sensitivity would be even higher, but even without explicit timing, the query is likely sensitive."
sensitive_terms,idaho murders update today,sensitive_terms_checker,,,violence_events,no,critical,0.95,"The query 'idaho murders update today' explicitly references a violent event (murders) and requests a current update ('today'), indicating ongoing public interest in a recent or unfolding tragedy. This fits the violence_events category with high confidence due to recency and explicit harm."
sensitive_terms,jd vance meets w patel and pam buddy to pan strategy on epstein scandal,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.8,"The query references a 'strategy on epstein scandal,' which is widely associated with the high-profile and controversial death of Jeffrey Epstein, a topic involving sensitive and potentially tragic circumstances. The mention of a 'scandal' and the context of meetings to discuss strategy suggest ongoing reputational and sensitive issues related to a notable death. While not explicitly about violence or a recent event, the association with a notorious sensitive death makes this query inappropriate for advertising."
sensitive_terms,2 british colonels caught in ukrain,sensitive_terms_checker,,,civil_unrest,no,high,0.8,"The query references British military personnel being 'caught' in Ukraine, which likely relates to the ongoing Russia–Ukraine war (Topic: Russia–Ukraine war). The context suggests involvement in an active conflict zone, which falls under civil_unrest. While the query does not specify violence or casualties, the implication of foreign military involvement in a war zone is sensitive for advertising."
sensitive_terms,2 pennsylvania state troopers shot on aug 7th images,sensitive_terms_checker,,,violence_events,no,critical,0.93,"The query references two Pennsylvania state troopers being shot on a specific date and requests images, indicating a violent incident involving law enforcement. The specificity and mention of shooting make this an explicit violence event, likely recent or newsworthy, and thus highly sensitive for advertising."
sensitive_terms,amfref airplane carsh,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.8,"The query appears to be a misspelling of 'AMFREF airplane crash,' which likely refers to a tragic aviation accident involving fatalities. Airplane crashes are typically considered sensitive due to the potential for mass casualties and tragic deaths."
sensitive_terms,canyon fire,sensitive_terms_checker,,,natural_disasters,no,high,0.8,"The query 'canyon fire' likely refers to a wildfire event, which falls under natural disasters. While there is no explicit recency or casualty cue, wildfires are typically sensitive due to their destructive nature and potential for harm. Without context, assume moderate to high sensitivity."
sensitive_terms,california fires,sensitive_terms_checker,,,natural_disasters,no,high,0.85,"The query 'california fires' likely refers to wildfires in California, which are recurring natural disasters often resulting in property loss, evacuations, and sometimes casualties. Without a specific date or context, but given the high frequency and severity of recent California wildfires, this is likely to be sensitive and inappropriate for advertising."
sensitive_terms,brandon blackstock death,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.8,"The query explicitly references 'death' in connection with a named individual, which suggests interest in a potentially sensitive or tragic event involving that person. This aligns with the 'sensitive_deaths' category, especially if the individual is a public figure or the death is recent or newsworthy."
sensitive_terms,autopsy of jane doe,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.8,"The query 'autopsy of jane doe' refers to an autopsy, which is directly related to a death investigation. 'Jane Doe' is often used as a placeholder for unidentified or unclaimed deceased individuals, which can be associated with sensitive or tragic circumstances. While it could also refer to a fictional or entertainment context (e.g., a film title), the default interpretation without additional context is a sensitive death-related topic."
sensitive_terms,911 attack,sensitive_terms_checker,,,terrorism,no,critical,0.9,"The query '911 attack' explicitly references the 9/11 terrorist attacks, a mass-casualty event. While the event is historical (over 20 years ago), the phrasing is direct and unambiguous, and the topic remains highly sensitive for advertising due to its association with terrorism and mass violence."
sensitive_terms,cincinnati brawl video,sensitive_terms_checker,,,violence_events,no,critical,0.8,"The query 'cincinnati brawl video' suggests interest in footage of a violent altercation, which likely involves physical violence and potential harm. While not as severe as mass violence, brawls are considered violence events and are generally inappropriate for advertising due to their graphic and sensitive nature."
sensitive_terms,russia-ukraine war,sensitive_terms_checker,,,civil_unrest,no,high,0.92,"The query refers to the ongoing armed conflict between Russia and Ukraine, which is a major civil unrest event with significant violence and casualties. Topic: Russia–Ukraine war."
sensitive_terms,fort stewart shooting,sensitive_terms_checker,,,violence_events,no,critical,0.95,"The query explicitly references a 'shooting' at Fort Stewart, which is a clear indicator of a violent incident involving potential harm or casualties. No ambiguity or historical distancing is present, so this is highly sensitive."
sensitive_terms,brandon blackstock dead,sensitive_terms_checker,,,sensitive_deaths,no,medium,0.8,"The query explicitly asks if Brandon Blackstock is dead, which suggests interest in a possible celebrity death or tragic event. Even without confirmation of the event's recency, the phrasing is sensitive due to the potential for recent or rumored death of a public figure."
sensitive_terms,canyon fire evacuations,sensitive_terms_checker,,,natural_disasters,no,high,0.9,"The query references 'canyon fire evacuations', which strongly suggests an active or recent wildfire event requiring evacuations. This aligns with the natural_disasters category, specifically wildfires, and indicates a situation with potential harm and disruption."
sensitive_terms,canyon fire in california,sensitive_terms_checker,,,natural_disasters,no,high,0.9,"The query 'canyon fire in california' refers to a wildfire event, which falls under natural disasters. Wildfires in California are often recent, newsworthy, and can involve evacuations, property loss, and casualties, making them highly sensitive for advertising placement."
